Date, Stock, Action, Quantity, Price
2020-05-04 00:00:00+00:00, AMAT, BUY, 458891, 47.58
2020-09-10 00:00:00+00:00, AMAT, SELL, 458891, 55.12
2020-10-21 00:00:00+00:00, AMAT, BUY, 407246, 62.11
2020-04-29 00:00:00+00:00, AMCR, BUY, 2362993, 9.24
2020-10-15 00:00:00+00:00, AMCR, SELL, 2362993, 11.47
2020-10-20 00:00:00+00:00, AMCR, BUY, 2422121, 11.19
2020-11-06 00:00:00+00:00, AMCR, SELL, 2422121, 11.52
2020-11-09 00:00:00+00:00, AMCR, BUY, 2317511, 12.04
2020-04-20 00:00:00+00:00, AMD, BUY, 383255, 56.97
2020-06-19 00:00:00+00:00, AMD, SELL, 383255, 54.23
2020-07-22 00:00:00+00:00, AMD, BUY, 336364, 61.79
2020-09-30 00:00:00+00:00, AMD, SELL, 336364, 81.99
2020-10-19 00:00:00+00:00, AMD, BUY, 336323, 82.00
2020-11-03 00:00:00+00:00, AMD, SELL, 336323, 76.58
2020-11-24 00:00:00+00:00, AMD, BUY, 302758, 85.07
2020-05-01 00:00:00+00:00, AME, BUY, 271264, 80.49
2020-04-20 00:00:00+00:00, AMGN, BUY, 92282, 236.60
2020-06-11 00:00:00+00:00, AMGN, SELL, 92282, 218.90
2020-07-06 00:00:00+00:00, AMGN, BUY, 78831, 256.25
2020-08-21 00:00:00+00:00, AMGN, SELL, 78831, 237.64
2020-09-18 00:00:00+00:00, AMGN, BUY, 75624, 247.72
2020-10-19 00:00:00+00:00, AMGN, SELL, 75624, 230.71
2020-12-31 00:00:00+00:00, AMGN, BUY, 75884, 229.92
2020-05-07 00:00:00+00:00, AMP, BUY, 179364, 121.73
2020-09-18 00:00:00+00:00, AMP, SELL, 179364, 157.71
2020-10-13 00:00:00+00:00, AMP, BUY, 169661, 166.73
2020-03-13 00:00:00+00:00, AMT, BUY, 91359, 238.99
2020-03-18 00:00:00+00:00, AMT, SELL, 91359, 217.14
2020-04-22 00:00:00+00:00, AMT, BUY, 78416, 252.98
2020-08-05 00:00:00+00:00, AMT, SELL, 78416, 255.29
2020-03-13 00:00:00+00:00, AMZN, BUY, 244639, 89.25
2020-03-16 00:00:00+00:00, AMZN, SELL, 244639, 84.46
2020-04-15 00:00:00+00:00, AMZN, BUY, 179068, 115.38
2020-09-28 00:00:00+00:00, AMZN, SELL, 179068, 158.70
2020-10-23 00:00:00+00:00, AMZN, BUY, 177372, 160.22
2020-11-13 00:00:00+00:00, AMZN, SELL, 177372, 156.44
2020-12-23 00:00:00+00:00, AMZN, BUY, 174228, 159.26
2020-04-21 00:00:00+00:00, ANET, BUY, 1746288, 12.50
2020-07-06 00:00:00+00:00, ANET, SELL, 1746288, 13.40
2020-07-29 00:00:00+00:00, ANET, BUY, 1516651, 15.43
2020-09-01 00:00:00+00:00, ANET, SELL, 1516651, 14.01
2020-10-20 00:00:00+00:00, ANET, BUY, 1531135, 13.87
2020-04-27 00:00:00+00:00, ANSS, BUY, 83060, 262.87
2020-10-01 00:00:00+00:00, ANSS, SELL, 83060, 334.80
2020-10-13 00:00:00+00:00, ANSS, BUY, 79156, 351.31
2020-11-13 00:00:00+00:00, ANSS, SELL, 79156, 328.21
2020-12-02 00:00:00+00:00, ANSS, BUY, 77568, 334.93
2020-12-03 00:00:00+00:00, ANSS, SELL, 77568, 337.54
2020-12-09 00:00:00+00:00, ANSS, BUY, 78261, 334.55
2020-05-05 00:00:00+00:00, AON, BUY, 119357, 182.93
2020-07-07 00:00:00+00:00, AON, SELL, 119357, 192.46
2020-07-14 00:00:00+00:00, AON, BUY, 115405, 199.05
2020-08-26 00:00:00+00:00, AON, SELL, 115405, 195.44
2020-09-21 00:00:00+00:00, AON, BUY, 113227, 199.20
2020-11-04 00:00:00+00:00, AON, SELL, 113227, 183.48
2020-12-03 00:00:00+00:00, AON, BUY, 98843, 210.18
2020-04-29 00:00:00+00:00, AOS, BUY, 495552, 44.06
2020-09-09 00:00:00+00:00, AOS, SELL, 495552, 48.25
2020-09-22 00:00:00+00:00, AOS, BUY, 454052, 52.66
2020-05-08 00:00:00+00:00, APA, BUY, 1753739, 12.45
2020-09-11 00:00:00+00:00, APA, SELL, 1753739, 11.89
2020-11-24 00:00:00+00:00, APA, BUY, 1485182, 14.04
2020-04-30 00:00:00+00:00, APD, BUY, 96790, 225.58
2020-10-28 00:00:00+00:00, APD, SELL, 96790, 272.98
2020-05-04 00:00:00+00:00, APH, BUY, 1040708, 20.98
2020-09-28 00:00:00+00:00, APH, SELL, 1040708, 27.05
2020-10-09 00:00:00+00:00, APH, BUY, 992015, 28.37
2020-05-04 00:00:00+00:00, APTV, BUY, 339724, 64.27
2020-04-30 00:00:00+00:00, ARE, BUY, 138990, 157.09
2020-09-11 00:00:00+00:00, ARE, SELL, 138990, 158.36
2020-11-27 00:00:00+00:00, ARE, BUY, 135750, 162.14
2020-04-30 00:00:00+00:00, ATO, BUY, 214122, 101.97
2020-05-22 00:00:00+00:00, ATO, SELL, 214122, 98.33
2020-06-17 00:00:00+00:00, ATO, BUY, 208091, 101.18
2020-07-08 00:00:00+00:00, ATO, SELL, 208091, 99.38
2020-07-27 00:00:00+00:00, ATO, BUY, 201619, 102.57
2020-09-04 00:00:00+00:00, ATO, SELL, 201619, 97.22
2020-11-10 00:00:00+00:00, ATO, BUY, 191326, 102.45
2020-12-24 00:00:00+00:00, ATO, SELL, 191326, 92.77
2020-05-19 00:00:00+00:00, AVB, BUY, 141183, 154.65
2020-07-08 00:00:00+00:00, AVB, SELL, 141183, 153.30
2020-08-27 00:00:00+00:00, AVB, BUY, 136594, 158.45
2020-09-30 00:00:00+00:00, AVB, SELL, 136594, 149.34
2020-11-17 00:00:00+00:00, AVB, BUY, 117155, 174.12
2020-04-28 00:00:00+00:00, AVGO, BUY, 824767, 26.47
2020-05-04 00:00:00+00:00, AVY, BUY, 204209, 106.92
2020-08-24 00:00:00+00:00, AVY, SELL, 204209, 115.38
2020-08-28 00:00:00+00:00, AVY, BUY, 199371, 118.18
2020-09-10 00:00:00+00:00, AVY, SELL, 199371, 116.04
2020-09-15 00:00:00+00:00, AVY, BUY, 180714, 128.02
2020-03-13 00:00:00+00:00, AWK, BUY, 170193, 128.29
2020-03-19 00:00:00+00:00, AWK, SELL, 170193, 115.12
2020-05-01 00:00:00+00:00, AWK, BUY, 164367, 119.20
2020-05-13 00:00:00+00:00, AWK, SELL, 164367, 116.51
2020-06-09 00:00:00+00:00, AWK, BUY, 146522, 130.70
2020-09-16 00:00:00+00:00, AWK, SELL, 146522, 142.77
2020-10-08 00:00:00+00:00, AWK, BUY, 134225, 155.85
2020-12-10 00:00:00+00:00, AWK, SELL, 134225, 148.07
2020-05-19 00:00:00+00:00, AXP, BUY, 250218, 87.26
2020-07-17 00:00:00+00:00, AXP, SELL, 250218, 95.18
2020-08-20 00:00:00+00:00, AXP, BUY, 246234, 96.72
2020-10-16 00:00:00+00:00, AXP, SELL, 246234, 104.91
2020-10-19 00:00:00+00:00, AXP, BUY, 252097, 102.47
2020-10-30 00:00:00+00:00, AXP, SELL, 252097, 91.24
2020-11-17 00:00:00+00:00, AXP, BUY, 197470, 116.48
2020-04-30 00:00:00+00:00, AZO, BUY, 21399, 1020.32
2020-10-01 00:00:00+00:00, AZO, SELL, 21399, 1181.72
2020-12-22 00:00:00+00:00, AZO, BUY, 21246, 1190.19
2020-06-05 00:00:00+00:00, BA, BUY, 106284, 205.43
2020-07-30 00:00:00+00:00, BA, SELL, 106284, 161.95
2020-11-13 00:00:00+00:00, BA, BUY, 91993, 187.11
2020-05-07 00:00:00+00:00, BAC, BUY, 955957, 22.84
2020-07-14 00:00:00+00:00, BAC, SELL, 955957, 24.14
2020-08-11 00:00:00+00:00, BAC, BUY, 857236, 26.92
2020-09-25 00:00:00+00:00, BAC, SELL, 857236, 23.49
2020-11-12 00:00:00+00:00, BAC, BUY, 754458, 26.69
2020-04-22 00:00:00+00:00, BAX, BUY, 241153, 90.54
2020-06-11 00:00:00+00:00, BAX, SELL, 241153, 83.57
2020-07-24 00:00:00+00:00, BAX, BUY, 225781, 89.26
2020-08-06 00:00:00+00:00, BAX, SELL, 225781, 80.37
2020-08-10 00:00:00+00:00, BAX, BUY, 218363, 83.10
2020-08-17 00:00:00+00:00, BAX, SELL, 218363, 83.70
2020-12-30 00:00:00+00:00, BAX, BUY, 230770, 79.20
2020-05-01 00:00:00+00:00, BBY, BUY, 302159, 72.26
2020-12-03 00:00:00+00:00, BBY, SELL, 302159, 106.54
2020-04-22 00:00:00+00:00, BDX, BUY, 83895, 260.25
2020-06-08 00:00:00+00:00, BDX, SELL, 83895, 241.21
2020-07-17 00:00:00+00:00, BDX, BUY, 77692, 260.47
2020-09-01 00:00:00+00:00, BDX, SELL, 77692, 234.97
2020-10-29 00:00:00+00:00, BDX, BUY, 80489, 226.80
2020-12-10 00:00:00+00:00, BDX, SELL, 80489, 236.42
2020-12-18 00:00:00+00:00, BDX, BUY, 77373, 245.94
2020-05-15 00:00:00+00:00, BEN, BUY, 1229395, 17.76
2020-07-30 00:00:00+00:00, BEN, SELL, 1229395, 20.67
2020-08-17 00:00:00+00:00, BEN, BUY, 1165669, 21.80
2020-09-14 00:00:00+00:00, BEN, SELL, 1165669, 20.37
2020-10-19 00:00:00+00:00, BEN, BUY, 1023478, 23.20
2020-11-12 00:00:00+00:00, BEN, SELL, 1023478, 19.81
2020-12-04 00:00:00+00:00, BEN, BUY, 855128, 23.71
2020-03-13 00:00:00+00:00, BIIB, BUY, 71537, 305.21
2020-03-23 00:00:00+00:00, BIIB, SELL, 71537, 269.19
2020-04-22 00:00:00+00:00, BIIB, BUY, 64619, 298.01
2020-06-04 00:00:00+00:00, BIIB, SELL, 64619, 299.65
2020-08-07 00:00:00+00:00, BIIB, BUY, 63338, 305.71
2020-09-11 00:00:00+00:00, BIIB, SELL, 63338, 269.91
2020-10-19 00:00:00+00:00, BIIB, BUY, 63607, 268.77
2020-10-28 00:00:00+00:00, BIIB, SELL, 63607, 244.26
2020-03-13 00:00:00+00:00, BIO, BUY, 62779, 347.79
2020-03-16 00:00:00+00:00, BIO, SELL, 62779, 335.71
2020-04-20 00:00:00+00:00, BIO, BUY, 49595, 424.95
2020-06-29 00:00:00+00:00, BIO, SELL, 49595, 432.34
2020-07-20 00:00:00+00:00, BIO, BUY, 41205, 520.37
2020-09-14 00:00:00+00:00, BIO, SELL, 41205, 508.84
2020-10-07 00:00:00+00:00, BIO, BUY, 38444, 545.39
2020-12-08 00:00:00+00:00, BIO, SELL, 38444, 559.27
2020-04-30 00:00:00+00:00, BK, BUY, 581621, 37.54
2020-07-23 00:00:00+00:00, BK, SELL, 581621, 36.54
2020-09-02 00:00:00+00:00, BK, BUY, 564174, 37.67
2020-09-09 00:00:00+00:00, BK, SELL, 564174, 35.89
2020-10-23 00:00:00+00:00, BK, BUY, 537515, 37.67
2020-05-07 00:00:00+00:00, BKNG, BUY, 15121, 1443.91
2020-09-30 00:00:00+00:00, BKNG, SELL, 15121, 1710.68
2020-11-12 00:00:00+00:00, BKNG, BUY, 13178, 1962.92
2020-05-04 00:00:00+00:00, BKR, BUY, 1562924, 13.97
2020-07-09 00:00:00+00:00, BKR, SELL, 1562924, 14.65
2020-08-10 00:00:00+00:00, BKR, BUY, 1326584, 17.26
2020-09-08 00:00:00+00:00, BKR, SELL, 1326584, 13.99
2020-11-04 00:00:00+00:00, BKR, BUY, 1185116, 15.66
2020-04-27 00:00:00+00:00, BLK, BUY, 43962, 496.65
2020-09-17 00:00:00+00:00, BLK, SELL, 43962, 548.41
2020-10-15 00:00:00+00:00, BLK, BUY, 37307, 646.24
2020-04-24 00:00:00+00:00, BMY, BUY, 350747, 62.25
2020-06-15 00:00:00+00:00, BMY, SELL, 350747, 55.10
2020-07-29 00:00:00+00:00, BMY, BUY, 326732, 59.15
2020-09-21 00:00:00+00:00, BMY, SELL, 326732, 57.77
2020-11-02 00:00:00+00:00, BMY, BUY, 317285, 59.49
2020-12-28 00:00:00+00:00, BMY, SELL, 317285, 61.12
2020-04-28 00:00:00+00:00, BR, BUY, 194132, 112.47
2020-09-24 00:00:00+00:00, BR, SELL, 194132, 127.85
2020-10-20 00:00:00+00:00, BR, BUY, 172972, 143.49
2020-04-28 00:00:00+00:00, BSX, BUY, 607683, 35.93
2020-06-26 00:00:00+00:00, BSX, SELL, 607683, 33.28
2020-07-29 00:00:00+00:00, BSX, BUY, 508005, 39.81
2020-10-02 00:00:00+00:00, BSX, SELL, 508005, 38.48
2020-05-04 00:00:00+00:00, BWA, BUY, 917967, 23.79
2020-10-01 00:00:00+00:00, BWA, SELL, 917967, 34.81
2020-12-04 00:00:00+00:00, BWA, BUY, 910369, 35.10
2020-06-15 00:00:00+00:00, BXP, BUY, 229953, 94.95
2020-07-24 00:00:00+00:00, BXP, SELL, 229953, 90.67
2020-11-19 00:00:00+00:00, BXP, BUY, 214020, 97.42
2020-05-14 00:00:00+00:00, C, BUY, 519116, 42.06
2020-07-27 00:00:00+00:00, C, SELL, 519116, 51.29
2020-08-19 00:00:00+00:00, C, BUY, 529439, 50.29
2020-08-21 00:00:00+00:00, C, SELL, 529439, 49.30
2020-08-28 00:00:00+00:00, C, BUY, 499260, 52.28
2020-09-10 00:00:00+00:00, C, SELL, 499260, 50.95
2020-11-17 00:00:00+00:00, C, BUY, 501426, 50.73
2020-04-15 00:00:00+00:00, CAG, BUY, 664254, 32.87
2020-06-26 00:00:00+00:00, CAG, SELL, 664254, 32.64
2020-07-02 00:00:00+00:00, CAG, BUY, 612292, 35.41
2020-09-16 00:00:00+00:00, CAG, SELL, 612292, 34.79
2020-10-21 00:00:00+00:00, CAG, BUY, 574323, 37.09
2020-11-18 00:00:00+00:00, CAG, SELL, 574323, 35.48
2020-03-13 00:00:00+00:00, CAH, BUY, 458506, 47.62
2020-03-16 00:00:00+00:00, CAH, SELL, 458506, 44.22
2020-04-30 00:00:00+00:00, CAH, BUY, 409764, 49.48
2020-07-09 00:00:00+00:00, CAH, SELL, 409764, 48.88
2020-08-04 00:00:00+00:00, CAH, BUY, 346347, 57.83
2020-08-27 00:00:00+00:00, CAH, SELL, 346347, 50.67
2020-11-05 00:00:00+00:00, CAH, BUY, 330747, 53.06
2020-05-29 00:00:00+00:00, CARR, BUY, 1066637, 20.47
2020-04-27 00:00:00+00:00, CAT, BUY, 189531, 115.20
2020-05-28 00:00:00+00:00, CAT, SELL, 189531, 120.74
2020-06-03 00:00:00+00:00, CAT, BUY, 180061, 127.09
2020-06-03 00:00:00+00:00, CB, BUY, 172669, 126.45
2020-08-20 00:00:00+00:00, CB, SELL, 172669, 123.44
2020-10-28 00:00:00+00:00, CB, BUY, 167276, 127.42
2020-05-06 00:00:00+00:00, CBOE, BUY, 223985, 97.48
2020-06-29 00:00:00+00:00, CBOE, SELL, 223985, 92.81
2020-09-11 00:00:00+00:00, CBOE, BUY, 233967, 88.85
2020-10-06 00:00:00+00:00, CBOE, SELL, 233967, 86.84
2020-11-24 00:00:00+00:00, CBOE, BUY, 220797, 92.02
2020-05-22 00:00:00+00:00, CBRE, BUY, 541788, 40.30
2020-05-29 00:00:00+00:00, CBRE, SELL, 541788, 43.98
2020-06-01 00:00:00+00:00, CBRE, BUY, 539824, 44.14
2020-07-20 00:00:00+00:00, CBRE, SELL, 539824, 44.26
2020-08-26 00:00:00+00:00, CBRE, BUY, 508570, 46.98
2020-03-13 00:00:00+00:00, CCI, BUY, 140783, 155.09
2020-03-20 00:00:00+00:00, CCI, SELL, 140783, 128.06
2020-04-23 00:00:00+00:00, CCI, BUY, 112293, 160.55
2020-08-05 00:00:00+00:00, CCI, SELL, 112293, 164.52
2020-10-09 00:00:00+00:00, CCI, BUY, 110387, 167.36
2020-11-04 00:00:00+00:00, CCI, SELL, 110387, 162.13
2020-11-25 00:00:00+00:00, CCI, BUY, 108494, 164.96
2020-12-17 00:00:00+00:00, CCI, SELL, 108494, 155.75
2020-05-18 00:00:00+00:00, CCL, BUY, 1483292, 14.72
2020-07-16 00:00:00+00:00, CCL, SELL, 1483292, 15.78
2020-09-02 00:00:00+00:00, CCL, BUY, 1400739, 16.71
2020-10-08 00:00:00+00:00, CCL, SELL, 1400739, 15.61
2020-11-19 00:00:00+00:00, CCL, BUY, 1202063, 18.19
2020-04-20 00:00:00+00:00, CDNS, BUY, 280499, 77.84
2020-09-22 00:00:00+00:00, CDNS, SELL, 280499, 102.83
2020-10-16 00:00:00+00:00, CDNS, BUY, 249319, 115.69
2020-05-01 00:00:00+00:00, CDW, BUY, 204400, 106.82
2020-08-14 00:00:00+00:00, CDW, SELL, 204400, 113.52
2020-08-18 00:00:00+00:00, CDW, BUY, 209078, 110.98
2020-08-19 00:00:00+00:00, CDW, SELL, 209078, 111.99
2020-10-05 00:00:00+00:00, CDW, BUY, 186008, 125.88
2020-12-28 00:00:00+00:00, CDW, SELL, 186008, 131.06
2020-05-05 00:00:00+00:00, CE, BUY, 279887, 78.01
2020-07-14 00:00:00+00:00, CE, SELL, 279887, 88.84
2020-07-27 00:00:00+00:00, CE, BUY, 261189, 95.20
2020-05-18 00:00:00+00:00, CF, BUY, 827361, 26.39
2020-07-17 00:00:00+00:00, CF, SELL, 827361, 30.36
2020-07-29 00:00:00+00:00, CF, BUY, 800978, 31.36
2020-09-28 00:00:00+00:00, CF, SELL, 800978, 30.95
2020-11-24 00:00:00+00:00, CF, BUY, 641404, 38.65
2020-05-13 00:00:00+00:00, CFG, BUY, 1129542, 19.33
2020-07-21 00:00:00+00:00, CFG, SELL, 1129542, 25.55
2020-08-17 00:00:00+00:00, CFG, BUY, 1134426, 25.44
2020-03-13 00:00:00+00:00, CHD, BUY, 344984, 63.29
2020-03-16 00:00:00+00:00, CHD, SELL, 344984, 60.43
2020-04-29 00:00:00+00:00, CHD, BUY, 304920, 68.37
2020-09-29 00:00:00+00:00, CHD, SELL, 304920, 92.85
2020-04-20 00:00:00+00:00, CHRW, BUY, 301909, 72.32
2020-11-02 00:00:00+00:00, CHRW, SELL, 301909, 87.34
2020-12-31 00:00:00+00:00, CHRW, BUY, 280906, 93.87
2020-04-27 00:00:00+00:00, CHTR, BUY, 42943, 508.44
2020-10-29 00:00:00+00:00, CHTR, SELL, 42943, 576.00
2020-11-23 00:00:00+00:00, CHTR, BUY, 38346, 645.04
2020-04-28 00:00:00+00:00, CI, BUY, 115164, 189.59
2020-07-07 00:00:00+00:00, CI, SELL, 115164, 182.05
2020-09-04 00:00:00+00:00, CI, BUY, 117382, 178.61
2020-09-08 00:00:00+00:00, CI, SELL, 117382, 173.98
2020-10-26 00:00:00+00:00, CI, BUY, 112284, 181.88
2020-06-26 00:00:00+00:00, CINF, BUY, 352162, 62.00
2020-09-21 00:00:00+00:00, CINF, SELL, 352162, 75.44
2020-10-21 00:00:00+00:00, CINF, BUY, 315187, 84.29
2020-10-30 00:00:00+00:00, CINF, SELL, 315187, 70.74
2020-11-27 00:00:00+00:00, CINF, BUY, 286548, 77.81
2020-03-13 00:00:00+00:00, CL, BUY, 315977, 69.10
2020-03-16 00:00:00+00:00, CL, SELL, 315977, 62.34
2020-04-27 00:00:00+00:00, CL, BUY, 277320, 71.03
2020-09-29 00:00:00+00:00, CL, SELL, 277320, 76.22
2020-10-15 00:00:00+00:00, CL, BUY, 265178, 79.71
2020-03-13 00:00:00+00:00, CLX, BUY, 130142, 167.77
2020-09-02 00:00:00+00:00, CLX, SELL, 130142, 223.74
2020-11-06 00:00:00+00:00, CLX, BUY, 133520, 218.08
2020-11-09 00:00:00+00:00, CLX, SELL, 133520, 194.91
2020-05-15 00:00:00+00:00, CMA, BUY, 726832, 30.04
2020-07-17 00:00:00+00:00, CMA, SELL, 726832, 35.54
2020-08-14 00:00:00+00:00, CMA, BUY, 617686, 41.82
2020-09-30 00:00:00+00:00, CMA, SELL, 617686, 38.25
