Date, Stock, Action, Quantity, Price
2021-03-18 00:00:00+00:00, BIIB, SELL, 169, 262.27
2021-04-19 00:00:00+00:00, BIIB, BUY, 165, 269.05
2021-04-20 00:00:00+00:00, BIIB, SELL, 165, 273.20
2021-04-21 00:00:00+00:00, BIIB, BUY, 167, 269.85
2021-04-22 00:00:00+00:00, BIIB, SELL, 167, 259.00
2021-05-10 00:00:00+00:00, BIIB, BUY, 157, 275.61
2021-07-30 00:00:00+00:00, BIIB, SELL, 157, 326.73
2021-08-31 00:00:00+00:00, BIIB, BUY, 151, 338.91
2021-09-09 00:00:00+00:00, BIIB, SELL, 151, 300.15
2021-04-21 00:00:00+00:00, BIO, BUY, 69, 634.31
2021-05-27 00:00:00+00:00, BIO, SELL, 69, 598.57
2021-06-29 00:00:00+00:00, BIO, BUY, 64, 645.56
2021-10-06 00:00:00+00:00, BIO, SELL, 64, 722.77
2021-11-16 00:00:00+00:00, BIO, BUY, 60, 770.98
2021-12-16 00:00:00+00:00, BIO, SELL, 60, 734.34
2021-03-16 00:00:00+00:00, BK, BUY, 953, 46.24
2021-06-30 00:00:00+00:00, BK, SELL, 953, 51.23
2021-08-10 00:00:00+00:00, BK, BUY, 907, 53.83
2021-09-27 00:00:00+00:00, BK, SELL, 907, 53.40
2021-10-18 00:00:00+00:00, BK, BUY, 844, 57.41
2021-12-09 00:00:00+00:00, BK, SELL, 844, 57.08
2021-03-16 00:00:00+00:00, BKNG, BUY, 18, 2396.56
2021-05-14 00:00:00+00:00, BKNG, SELL, 18, 2282.48
2021-09-01 00:00:00+00:00, BKNG, BUY, 18, 2286.85
2021-11-26 00:00:00+00:00, BKNG, SELL, 18, 2155.56
2021-03-16 00:00:00+00:00, BKR, BUY, 1916, 23.02
2021-04-06 00:00:00+00:00, BKR, SELL, 1916, 21.25
2021-05-17 00:00:00+00:00, BKR, BUY, 1547, 26.31
2021-07-07 00:00:00+00:00, BKR, SELL, 1547, 22.26
2021-09-02 00:00:00+00:00, BKR, BUY, 1475, 23.35
2021-11-18 00:00:00+00:00, BKR, SELL, 1475, 23.93
2021-03-29 00:00:00+00:00, BLK, BUY, 58, 757.86
2021-08-09 00:00:00+00:00, BLK, SELL, 58, 901.97
2021-08-12 00:00:00+00:00, BLK, BUY, 57, 918.54
2021-09-28 00:00:00+00:00, BLK, SELL, 57, 860.57
2021-11-03 00:00:00+00:00, BLK, BUY, 51, 951.70
2021-12-15 00:00:00+00:00, BLK, SELL, 51, 914.91
2021-03-31 00:00:00+00:00, BMY, BUY, 698, 63.13
2021-09-07 00:00:00+00:00, BMY, SELL, 698, 65.19
2021-12-23 00:00:00+00:00, BMY, BUY, 734, 62.05
2021-03-30 00:00:00+00:00, BR, BUY, 288, 152.98
2021-06-15 00:00:00+00:00, BR, SELL, 288, 161.63
2021-07-06 00:00:00+00:00, BR, BUY, 283, 164.66
2021-09-15 00:00:00+00:00, BR, SELL, 283, 169.65
2021-10-21 00:00:00+00:00, BR, BUY, 263, 182.32
2021-12-06 00:00:00+00:00, BR, SELL, 263, 171.71
2021-12-30 00:00:00+00:00, BR, BUY, 247, 182.87
2021-03-16 00:00:00+00:00, BSX, BUY, 1135, 38.86
2021-04-13 00:00:00+00:00, BSX, SELL, 1135, 39.41
2021-04-16 00:00:00+00:00, BSX, BUY, 1093, 40.91
2021-09-30 00:00:00+00:00, BSX, SELL, 1093, 43.39
2021-03-16 00:00:00+00:00, BWA, BUY, 1027, 42.93
2021-06-30 00:00:00+00:00, BWA, SELL, 1027, 42.73
2021-10-12 00:00:00+00:00, BWA, BUY, 1053, 41.65
2021-12-13 00:00:00+00:00, BWA, SELL, 1053, 39.45
2021-03-16 00:00:00+00:00, BXP, BUY, 416, 106.02
2021-07-20 00:00:00+00:00, BXP, SELL, 416, 116.04
2021-10-19 00:00:00+00:00, BXP, BUY, 415, 116.13
2021-12-09 00:00:00+00:00, BXP, SELL, 415, 114.81
2021-03-16 00:00:00+00:00, C, BUY, 601, 73.33
2021-06-28 00:00:00+00:00, C, SELL, 601, 71.51
2021-08-19 00:00:00+00:00, C, BUY, 615, 69.84
2021-09-28 00:00:00+00:00, C, SELL, 615, 71.37
2021-10-19 00:00:00+00:00, C, BUY, 612, 71.76
2021-11-04 00:00:00+00:00, C, SELL, 612, 67.00
2021-03-16 00:00:00+00:00, CAG, BUY, 1181, 37.32
2021-06-22 00:00:00+00:00, CAG, SELL, 1181, 35.73
2021-09-30 00:00:00+00:00, CAG, BUY, 1246, 33.87
2021-11-01 00:00:00+00:00, CAG, SELL, 1246, 32.42
2021-12-27 00:00:00+00:00, CAG, BUY, 1209, 33.42
2021-03-19 00:00:00+00:00, CAH, BUY, 751, 58.68
2021-05-17 00:00:00+00:00, CAH, SELL, 751, 56.45
2021-07-20 00:00:00+00:00, CAH, BUY, 735, 57.69
2021-08-09 00:00:00+00:00, CAH, SELL, 735, 50.70
2021-12-29 00:00:00+00:00, CAH, BUY, 716, 52.05
2021-03-25 00:00:00+00:00, CARR, BUY, 1093, 40.35
2021-09-29 00:00:00+00:00, CARR, SELL, 1093, 52.85
2021-11-12 00:00:00+00:00, CARR, BUY, 1029, 56.12
2021-12-27 00:00:00+00:00, CARR, SELL, 1029, 53.53
2021-03-16 00:00:00+00:00, CAT, BUY, 194, 226.46
2021-06-17 00:00:00+00:00, CAT, SELL, 194, 209.45
2021-09-02 00:00:00+00:00, CAT, BUY, 192, 211.78
2021-09-09 00:00:00+00:00, CAT, SELL, 192, 205.42
2021-11-08 00:00:00+00:00, CAT, BUY, 184, 214.25
2021-12-14 00:00:00+00:00, CAT, SELL, 184, 201.64
2021-12-31 00:00:00+00:00, CAT, BUY, 180, 206.74
2021-03-16 00:00:00+00:00, CB, BUY, 255, 172.42
2021-04-09 00:00:00+00:00, CB, SELL, 255, 160.69
2021-05-05 00:00:00+00:00, CB, BUY, 239, 171.34
2021-06-21 00:00:00+00:00, CB, SELL, 239, 159.03
2021-08-02 00:00:00+00:00, CB, BUY, 224, 170.35
2021-10-04 00:00:00+00:00, CB, SELL, 224, 173.61
2021-10-28 00:00:00+00:00, CB, BUY, 198, 196.09
2021-12-16 00:00:00+00:00, CB, SELL, 198, 195.86
2021-12-30 00:00:00+00:00, CB, BUY, 201, 193.11
2021-03-16 00:00:00+00:00, CBOE, BUY, 427, 103.19
2021-10-06 00:00:00+00:00, CBOE, SELL, 427, 121.69
2021-10-25 00:00:00+00:00, CBOE, BUY, 401, 129.40
2021-12-20 00:00:00+00:00, CBOE, SELL, 401, 125.97
2021-03-16 00:00:00+00:00, CBRE, BUY, 563, 78.35
2021-07-09 00:00:00+00:00, CBRE, SELL, 563, 85.83
2021-08-04 00:00:00+00:00, CBRE, BUY, 500, 96.64
2021-12-07 00:00:00+00:00, CBRE, SELL, 500, 102.31
2021-12-29 00:00:00+00:00, CBRE, BUY, 471, 108.58
2021-03-30 00:00:00+00:00, CCI, BUY, 257, 170.99
2021-08-09 00:00:00+00:00, CCI, SELL, 257, 194.22
2021-11-16 00:00:00+00:00, CCI, BUY, 277, 180.21
2021-03-16 00:00:00+00:00, CCL, BUY, 1561, 28.25
2021-05-07 00:00:00+00:00, CCL, SELL, 1561, 26.76
2021-05-28 00:00:00+00:00, CCL, BUY, 1413, 29.56
2021-07-07 00:00:00+00:00, CCL, SELL, 1413, 24.08
2021-09-07 00:00:00+00:00, CCL, BUY, 1444, 23.56
2021-10-27 00:00:00+00:00, CCL, SELL, 1444, 21.64
