Date, Stock, Action, Quantity, Price
2020-07-23 00:00:00+00:00, ADI, BUY, 23, 111.94
2020-08-12 00:00:00+00:00, ADI, SELL, 23, 119.22
2020-09-23 00:00:00+00:00, ADI, BUY, 24, 112.50
2020-10-22 00:00:00+00:00, ADI, SELL, 24, 124.75
2020-10-30 00:00:00+00:00, ADI, BUY, 25, 118.53
2020-11-09 00:00:00+00:00, ADI, SELL, 25, 135.82
2020-01-27 00:00:00+00:00, ADM, BUY, 50, 43.53
2020-04-09 00:00:00+00:00, ADM, SELL, 50, 37.58
2020-06-26 00:00:00+00:00, ADM, BUY, 48, 38.93
2020-07-28 00:00:00+00:00, ADM, SELL, 48, 42.59
2020-02-26 00:00:00+00:00, ADP, BUY, 13, 166.33
2020-04-09 00:00:00+00:00, ADP, SELL, 13, 142.52
2020-07-30 00:00:00+00:00, ADP, BUY, 14, 132.89
2020-08-19 00:00:00+00:00, ADP, SELL, 14, 138.90
2020-09-23 00:00:00+00:00, ADP, BUY, 15, 128.72
2020-10-09 00:00:00+00:00, ADP, SELL, 15, 149.85
2020-02-25 00:00:00+00:00, ADSK, BUY, 11, 186.73
2020-04-22 00:00:00+00:00, ADSK, SELL, 11, 175.37
2020-09-23 00:00:00+00:00, ADSK, BUY, 9, 221.87
2020-10-13 00:00:00+00:00, ADSK, SELL, 9, 244.09
2020-05-07 00:00:00+00:00, AEE, BUY, 31, 69.65
2020-06-02 00:00:00+00:00, AEE, SELL, 31, 74.91
2020-06-25 00:00:00+00:00, AEE, BUY, 34, 68.81
2020-07-10 00:00:00+00:00, AEE, SELL, 34, 74.54
2020-08-28 00:00:00+00:00, AEE, BUY, 32, 78.66
2020-10-08 00:00:00+00:00, AEE, SELL, 32, 81.73
2020-12-07 00:00:00+00:00, AEE, BUY, 33, 78.20
2020-02-27 00:00:00+00:00, AEP, BUY, 23, 91.86
2020-06-01 00:00:00+00:00, AEP, SELL, 23, 86.14
2020-06-25 00:00:00+00:00, AEP, BUY, 25, 79.30
2020-07-16 00:00:00+00:00, AEP, SELL, 25, 85.09
2020-08-19 00:00:00+00:00, AEP, BUY, 27, 80.92
2020-10-01 00:00:00+00:00, AEP, SELL, 27, 83.06
2020-11-18 00:00:00+00:00, AEP, BUY, 26, 84.13
2020-02-25 00:00:00+00:00, AES, BUY, 112, 19.38
2020-04-07 00:00:00+00:00, AES, SELL, 112, 13.23
2020-02-25 00:00:00+00:00, AFL, BUY, 45, 47.70
2020-04-07 00:00:00+00:00, AFL, SELL, 45, 35.71
2020-06-26 00:00:00+00:00, AFL, BUY, 47, 34.68
2020-07-29 00:00:00+00:00, AFL, SELL, 47, 36.50
2020-10-28 00:00:00+00:00, AFL, BUY, 50, 34.15
2020-11-16 00:00:00+00:00, AFL, SELL, 50, 43.23
2020-02-26 00:00:00+00:00, AIG, BUY, 48, 45.00
2020-05-27 00:00:00+00:00, AIG, SELL, 48, 31.51
2020-06-26 00:00:00+00:00, AIG, BUY, 51, 29.71
2020-07-29 00:00:00+00:00, AIG, SELL, 51, 32.67
2020-12-22 00:00:00+00:00, AIG, BUY, 45, 36.80
2020-02-27 00:00:00+00:00, AIV, BUY, 330, 6.60
2020-04-13 00:00:00+00:00, AIV, SELL, 330, 5.11
2020-06-26 00:00:00+00:00, AIV, BUY, 348, 4.85
2020-11-24 00:00:00+00:00, AIV, SELL, 348, 4.23
2020-02-28 00:00:00+00:00, AIZ, BUY, 18, 120.59
2020-04-07 00:00:00+00:00, AIZ, SELL, 18, 104.09
2020-05-14 00:00:00+00:00, AIZ, BUY, 21, 89.05
2020-06-02 00:00:00+00:00, AIZ, SELL, 21, 104.14
2020-06-25 00:00:00+00:00, AIZ, BUY, 21, 100.30
2020-07-29 00:00:00+00:00, AIZ, SELL, 21, 107.58
2020-02-28 00:00:00+00:00, AJG, BUY, 22, 97.49
2020-05-13 00:00:00+00:00, AJG, SELL, 22, 85.83
2020-10-29 00:00:00+00:00, AJG, BUY, 18, 103.00
2020-11-13 00:00:00+00:00, AJG, SELL, 18, 115.71
2020-02-28 00:00:00+00:00, AKAM, BUY, 25, 86.51
2020-04-17 00:00:00+00:00, AKAM, SELL, 25, 105.35
2020-08-11 00:00:00+00:00, AKAM, BUY, 24, 106.22
2020-08-28 00:00:00+00:00, AKAM, SELL, 24, 115.63
2020-10-28 00:00:00+00:00, AKAM, BUY, 29, 97.40
2020-12-01 00:00:00+00:00, AKAM, SELL, 29, 104.21
2020-03-11 00:00:00+00:00, ALB, BUY, 31, 70.07
2020-05-21 00:00:00+00:00, ALB, SELL, 31, 67.97
2020-06-26 00:00:00+00:00, ALB, BUY, 28, 74.64
2020-07-15 00:00:00+00:00, ALB, SELL, 28, 86.60
2020-09-23 00:00:00+00:00, ALB, BUY, 30, 80.42
2020-10-13 00:00:00+00:00, ALB, SELL, 30, 95.14
2020-02-03 00:00:00+00:00, ALGN, BUY, 8, 253.02
2020-05-26 00:00:00+00:00, ALGN, SELL, 8, 247.90
2020-01-22 00:00:00+00:00, ALK, BUY, 33, 65.59
2020-06-02 00:00:00+00:00, ALK, SELL, 33, 36.20
2020-06-26 00:00:00+00:00, ALK, BUY, 35, 34.30
2020-08-14 00:00:00+00:00, ALK, SELL, 35, 37.68
2020-10-06 00:00:00+00:00, ALK, BUY, 36, 36.09
2020-10-23 00:00:00+00:00, ALK, SELL, 36, 41.57
2020-02-26 00:00:00+00:00, ALL, BUY, 18, 115.73
2020-04-08 00:00:00+00:00, ALL, SELL, 18, 97.25
2020-06-26 00:00:00+00:00, ALL, BUY, 19, 94.58
2020-07-29 00:00:00+00:00, ALL, SELL, 19, 94.00
2020-10-28 00:00:00+00:00, ALL, BUY, 20, 88.00
2020-11-16 00:00:00+00:00, ALL, SELL, 20, 98.06
2020-02-25 00:00:00+00:00, ALLE, BUY, 17, 124.00
2020-05-11 00:00:00+00:00, ALLE, SELL, 17, 101.68
2020-06-25 00:00:00+00:00, ALLE, BUY, 18, 98.00
2020-07-15 00:00:00+00:00, ALLE, SELL, 18, 106.80
2020-10-30 00:00:00+00:00, ALLE, BUY, 19, 98.50
2020-11-16 00:00:00+00:00, ALLE, SELL, 19, 118.26
2020-03-09 00:00:00+00:00, AMAT, BUY, 41, 52.07
2020-06-05 00:00:00+00:00, AMAT, SELL, 41, 60.19
2020-09-08 00:00:00+00:00, AMAT, BUY, 45, 55.63
2020-09-28 00:00:00+00:00, AMAT, SELL, 45, 59.36
2020-10-28 00:00:00+00:00, AMAT, BUY, 46, 57.32
2020-11-06 00:00:00+00:00, AMAT, SELL, 46, 70.53
2020-12-28 00:00:00+00:00, AMAT, BUY, 38, 84.87
2020-02-25 00:00:00+00:00, AMCR, BUY, 225, 9.67
2020-04-13 00:00:00+00:00, AMCR, SELL, 225, 8.90
2020-10-27 00:00:00+00:00, AMCR, BUY, 190, 10.57
2020-11-16 00:00:00+00:00, AMCR, SELL, 190, 12.15
2020-03-09 00:00:00+00:00, AMD, BUY, 50, 43.27
2020-04-15 00:00:00+00:00, AMD, SELL, 50, 54.99
2020-06-29 00:00:00+00:00, AMD, BUY, 55, 50.28
2020-07-20 00:00:00+00:00, AMD, SELL, 55, 57.46
2020-09-22 00:00:00+00:00, AMD, BUY, 40, 77.70
2020-10-08 00:00:00+00:00, AMD, SELL, 40, 86.51
2020-10-27 00:00:00+00:00, AMD, BUY, 44, 78.88
2020-12-01 00:00:00+00:00, AMD, SELL, 44, 92.63
2020-02-25 00:00:00+00:00, AME, BUY, 23, 91.75
2020-04-09 00:00:00+00:00, AME, SELL, 23, 78.23
2020-06-25 00:00:00+00:00, AME, BUY, 21, 87.14
2020-07-29 00:00:00+00:00, AME, SELL, 21, 94.35
2020-10-30 00:00:00+00:00, AME, BUY, 20, 98.20
2020-11-13 00:00:00+00:00, AME, SELL, 20, 117.27
2020-01-24 00:00:00+00:00, AMGN, BUY, 9, 225.59
2020-04-16 00:00:00+00:00, AMGN, SELL, 9, 230.90
2020-06-04 00:00:00+00:00, AMGN, BUY, 10, 220.88
2020-07-01 00:00:00+00:00, AMGN, SELL, 10, 255.12
2020-08-06 00:00:00+00:00, AMGN, BUY, 10, 241.55
2020-08-31 00:00:00+00:00, AMGN, SELL, 10, 253.32
2020-10-21 00:00:00+00:00, AMGN, BUY, 11, 228.97
2020-11-17 00:00:00+00:00, AMGN, SELL, 11, 232.44
2020-12-01 00:00:00+00:00, AMGN, BUY, 12, 225.08
2020-02-25 00:00:00+00:00, AMP, BUY, 13, 156.23
2020-05-11 00:00:00+00:00, AMP, SELL, 13, 123.87
2020-12-22 00:00:00+00:00, AMP, BUY, 9, 185.06
2020-05-15 00:00:00+00:00, AMT, BUY, 9, 229.58
2020-05-28 00:00:00+00:00, AMT, SELL, 9, 258.12
2020-07-24 00:00:00+00:00, AMT, BUY, 9, 256.33
2020-02-28 00:00:00+00:00, AMZN, BUY, 23, 94.19
2020-04-13 00:00:00+00:00, AMZN, SELL, 23, 108.44
2020-09-18 00:00:00+00:00, AMZN, BUY, 16, 147.75
2020-10-13 00:00:00+00:00, AMZN, SELL, 16, 172.18
2020-10-30 00:00:00+00:00, AMZN, BUY, 19, 151.81
2020-12-01 00:00:00+00:00, AMZN, SELL, 19, 161.00
2020-02-25 00:00:00+00:00, ANET, BUY, 169, 12.87
2020-04-09 00:00:00+00:00, ANET, SELL, 169, 13.12
2020-06-25 00:00:00+00:00, ANET, BUY, 167, 13.25
2020-07-20 00:00:00+00:00, ANET, SELL, 167, 14.09
2020-08-14 00:00:00+00:00, ANET, BUY, 177, 13.29
2020-09-02 00:00:00+00:00, ANET, SELL, 177, 14.28
2020-09-17 00:00:00+00:00, ANET, BUY, 200, 12.65
2020-10-08 00:00:00+00:00, ANET, SELL, 200, 13.91
2020-10-28 00:00:00+00:00, ANET, BUY, 218, 12.77
2020-11-06 00:00:00+00:00, ANET, SELL, 218, 16.44
2020-02-25 00:00:00+00:00, ANSS, BUY, 8, 266.44
2020-04-22 00:00:00+00:00, ANSS, SELL, 8, 263.27
2020-09-23 00:00:00+00:00, ANSS, BUY, 7, 302.55
2020-10-13 00:00:00+00:00, ANSS, SELL, 7, 351.31
2020-10-30 00:00:00+00:00, ANSS, BUY, 8, 304.37
2020-12-14 00:00:00+00:00, ANSS, SELL, 8, 343.39
2020-02-27 00:00:00+00:00, AON, BUY, 10, 212.22
2020-04-09 00:00:00+00:00, AON, SELL, 10, 192.05
2020-08-06 00:00:00+00:00, AON, BUY, 10, 195.61
2020-09-02 00:00:00+00:00, AON, SELL, 10, 209.73
2020-10-29 00:00:00+00:00, AON, BUY, 11, 186.80
2020-11-19 00:00:00+00:00, AON, SELL, 11, 202.92
2020-01-27 00:00:00+00:00, AOS, BUY, 49, 43.81
2020-04-09 00:00:00+00:00, AOS, SELL, 49, 40.21
2020-06-24 00:00:00+00:00, AOS, BUY, 44, 45.11
2020-07-15 00:00:00+00:00, AOS, SELL, 44, 50.63
2020-10-28 00:00:00+00:00, AOS, BUY, 43, 51.46
2020-11-19 00:00:00+00:00, AOS, SELL, 43, 56.60
2020-01-28 00:00:00+00:00, APA, BUY, 75, 28.73
2020-04-09 00:00:00+00:00, APA, SELL, 75, 8.20
2020-06-26 00:00:00+00:00, APA, BUY, 48, 13.25
2020-07-30 00:00:00+00:00, APA, SELL, 48, 16.01
2020-09-10 00:00:00+00:00, APA, BUY, 64, 12.01
2020-11-16 00:00:00+00:00, APA, SELL, 64, 11.14
2020-12-31 00:00:00+00:00, APA, BUY, 50, 14.19
2020-02-26 00:00:00+00:00, APD, BUY, 9, 235.52
2020-05-11 00:00:00+00:00, APD, SELL, 9, 232.67
2020-10-27 00:00:00+00:00, APD, BUY, 7, 283.50
2020-01-27 00:00:00+00:00, APH, BUY, 85, 25.66
2020-04-23 00:00:00+00:00, APH, SELL, 85, 21.00
2020-06-25 00:00:00+00:00, APH, BUY, 75, 23.80
2020-07-17 00:00:00+00:00, APH, SELL, 75, 25.50
2020-02-27 00:00:00+00:00, APTV, BUY, 27, 77.98
2020-04-07 00:00:00+00:00, APTV, SELL, 27, 53.50
2020-02-27 00:00:00+00:00, ARE, BUY, 14, 154.68
2020-04-09 00:00:00+00:00, ARE, SELL, 14, 157.80
2020-09-01 00:00:00+00:00, ARE, BUY, 13, 166.54
2020-11-17 00:00:00+00:00, ARE, SELL, 13, 165.29
2020-02-26 00:00:00+00:00, ATO, BUY, 19, 112.09
2020-06-03 00:00:00+00:00, ATO, SELL, 19, 104.76
2020-06-25 00:00:00+00:00, ATO, BUY, 21, 97.07
2020-07-29 00:00:00+00:00, ATO, SELL, 21, 105.66
2020-08-26 00:00:00+00:00, ATO, BUY, 22, 99.30
2020-10-08 00:00:00+00:00, ATO, SELL, 22, 96.79
2020-10-30 00:00:00+00:00, ATO, BUY, 23, 91.67
2020-02-28 00:00:00+00:00, AVB, BUY, 10, 200.59
2020-06-05 00:00:00+00:00, AVB, SELL, 10, 172.69
2020-06-26 00:00:00+00:00, AVB, BUY, 12, 151.38
2020-11-10 00:00:00+00:00, AVB, SELL, 12, 171.79
2020-12-23 00:00:00+00:00, AVB, BUY, 13, 156.72
2020-02-26 00:00:00+00:00, AVGO, BUY, 76, 28.59
2020-04-07 00:00:00+00:00, AVGO, SELL, 76, 25.33
2020-10-28 00:00:00+00:00, AVGO, BUY, 55, 34.72
2020-11-19 00:00:00+00:00, AVGO, SELL, 55, 38.43
2020-02-25 00:00:00+00:00, AVY, BUY, 17, 121.52
2020-04-13 00:00:00+00:00, AVY, SELL, 17, 108.78
2020-05-15 00:00:00+00:00, AVY, BUY, 19, 100.48
2020-06-03 00:00:00+00:00, AVY, SELL, 19, 119.75
2020-06-25 00:00:00+00:00, AVY, BUY, 20, 111.37
2020-07-17 00:00:00+00:00, AVY, SELL, 20, 121.26
2020-02-27 00:00:00+00:00, AWK, BUY, 17, 127.78
2020-05-29 00:00:00+00:00, AWK, SELL, 17, 127.00
2020-06-23 00:00:00+00:00, AWK, BUY, 17, 125.22
2020-07-14 00:00:00+00:00, AWK, SELL, 17, 134.84
2020-09-01 00:00:00+00:00, AWK, BUY, 16, 140.17
2020-10-07 00:00:00+00:00, AWK, SELL, 16, 154.51
2020-10-30 00:00:00+00:00, AWK, BUY, 17, 150.51
2020-11-09 00:00:00+00:00, AWK, SELL, 17, 162.33
2020-12-04 00:00:00+00:00, AWK, BUY, 18, 148.90
2020-02-25 00:00:00+00:00, AXP, BUY, 18, 120.90
2020-06-03 00:00:00+00:00, AXP, SELL, 18, 105.40
2020-06-26 00:00:00+00:00, AXP, BUY, 20, 93.42
2020-09-04 00:00:00+00:00, AXP, SELL, 20, 105.67
2020-09-23 00:00:00+00:00, AXP, BUY, 22, 95.56
2020-10-13 00:00:00+00:00, AXP, SELL, 22, 105.01
2020-10-28 00:00:00+00:00, AXP, BUY, 25, 91.60
2020-11-13 00:00:00+00:00, AXP, SELL, 25, 114.99
2020-12-22 00:00:00+00:00, AXP, BUY, 25, 114.55
2020-01-30 00:00:00+00:00, AZO, BUY, 2, 1086.58
2020-04-09 00:00:00+00:00, AZO, SELL, 2, 940.83
2020-09-23 00:00:00+00:00, AZO, BUY, 1, 1128.95
2020-12-29 00:00:00+00:00, AZO, SELL, 1, 1177.12
2020-01-22 00:00:00+00:00, BA, BUY, 7, 309.00
2020-02-10 00:00:00+00:00, BA, SELL, 7, 344.67
2020-02-27 00:00:00+00:00, BA, BUY, 8, 287.76
2020-06-02 00:00:00+00:00, BA, SELL, 8, 153.31
2020-06-26 00:00:00+00:00, BA, BUY, 7, 170.01
2020-11-16 00:00:00+00:00, BA, SELL, 7, 202.40
2020-12-23 00:00:00+00:00, BA, BUY, 7, 219.69
2020-01-27 00:00:00+00:00, BAC, BUY, 66, 32.85
2020-02-14 00:00:00+00:00, BAC, SELL, 66, 34.85
2020-02-26 00:00:00+00:00, BAC, BUY, 75, 30.63
2020-06-03 00:00:00+00:00, BAC, SELL, 75, 25.99
2020-06-26 00:00:00+00:00, BAC, BUY, 84, 23.15
2020-08-06 00:00:00+00:00, BAC, SELL, 84, 25.47
2020-09-23 00:00:00+00:00, BAC, BUY, 92, 23.26
2020-10-12 00:00:00+00:00, BAC, SELL, 92, 25.68
2020-02-27 00:00:00+00:00, BAX, BUY, 25, 84.27
2020-04-13 00:00:00+00:00, BAX, SELL, 25, 86.00
2020-06-18 00:00:00+00:00, BAX, BUY, 26, 83.85
2020-07-28 00:00:00+00:00, BAX, SELL, 26, 89.26
2020-08-06 00:00:00+00:00, BAX, BUY, 29, 80.37
2020-08-25 00:00:00+00:00, BAX, SELL, 29, 84.60
2020-09-21 00:00:00+00:00, BAX, BUY, 31, 80.25
2020-12-14 00:00:00+00:00, BAX, SELL, 31, 78.83
2020-01-31 00:00:00+00:00, BBY, BUY, 25, 84.69
2020-04-13 00:00:00+00:00, BBY, SELL, 25, 68.34
2020-12-07 00:00:00+00:00, BBY, BUY, 17, 102.73
2020-02-06 00:00:00+00:00, BDX, BUY, 8, 246.10
2020-04-13 00:00:00+00:00, BDX, SELL, 8, 242.01
2020-05-26 00:00:00+00:00, BDX, BUY, 9, 227.45
2020-07-09 00:00:00+00:00, BDX, SELL, 9, 252.30
2020-08-20 00:00:00+00:00, BDX, BUY, 9, 252.61
2020-10-12 00:00:00+00:00, BDX, SELL, 9, 232.55
2020-02-26 00:00:00+00:00, BEN, BUY, 94, 23.01
2020-05-05 00:00:00+00:00, BEN, SELL, 94, 17.96
2020-06-26 00:00:00+00:00, BEN, BUY, 85, 20.04
2020-10-09 00:00:00+00:00, BEN, SELL, 85, 22.59
2020-10-28 00:00:00+00:00, BEN, BUY, 103, 18.64
2020-11-27 00:00:00+00:00, BEN, SELL, 103, 22.27
2020-01-31 00:00:00+00:00, BIIB, BUY, 8, 268.85
2020-02-06 00:00:00+00:00, BIIB, SELL, 8, 337.24
2020-02-27 00:00:00+00:00, BIIB, BUY, 8, 310.08
2020-07-15 00:00:00+00:00, BIIB, SELL, 8, 282.96
2020-08-27 00:00:00+00:00, BIIB, BUY, 9, 279.26
2020-09-30 00:00:00+00:00, BIIB, SELL, 9, 283.68
2020-10-23 00:00:00+00:00, BIIB, BUY, 9, 265.00
2020-11-04 00:00:00+00:00, BIIB, SELL, 9, 355.63
2020-11-24 00:00:00+00:00, BIIB, BUY, 13, 242.51
2020-01-30 00:00:00+00:00, BIO, BUY, 5, 367.12
2020-02-14 00:00:00+00:00, BIO, SELL, 5, 403.63
2020-03-09 00:00:00+00:00, BIO, BUY, 6, 351.34
2020-04-17 00:00:00+00:00, BIO, SELL, 6, 427.21
2020-11-24 00:00:00+00:00, BIO, BUY, 5, 516.56
2020-12-15 00:00:00+00:00, BIO, SELL, 5, 587.91
2020-01-22 00:00:00+00:00, BK, BUY, 46, 46.73
2020-04-09 00:00:00+00:00, BK, SELL, 46, 37.14
2020-05-15 00:00:00+00:00, BK, BUY, 54, 32.06
2020-06-02 00:00:00+00:00, BK, SELL, 54, 38.33
2020-06-25 00:00:00+00:00, BK, BUY, 54, 38.15
2020-10-09 00:00:00+00:00, BK, SELL, 54, 37.70
2020-01-22 00:00:00+00:00, BKNG, BUY, 1, 2000.78
2020-04-17 00:00:00+00:00, BKNG, SELL, 1, 1470.87
2020-06-26 00:00:00+00:00, BKNG, BUY, 1, 1541.25
2020-07-17 00:00:00+00:00, BKNG, SELL, 1, 1732.19
2020-08-04 00:00:00+00:00, BKNG, BUY, 1, 1675.13
2020-08-12 00:00:00+00:00, BKNG, SELL, 1, 1808.07
2020-09-18 00:00:00+00:00, BKNG, BUY, 1, 1732.28
2020-10-09 00:00:00+00:00, BKNG, SELL, 1, 1817.89
2020-01-22 00:00:00+00:00, BKR, BUY, 96, 22.68
2020-04-13 00:00:00+00:00, BKR, SELL, 96, 13.29
2020-06-26 00:00:00+00:00, BKR, BUY, 87, 14.70
2020-10-22 00:00:00+00:00, BKR, SELL, 87, 14.46
2020-12-29 00:00:00+00:00, BKR, BUY, 60, 20.75
2020-02-27 00:00:00+00:00, BLK, BUY, 4, 475.82
2020-06-02 00:00:00+00:00, BLK, SELL, 4, 541.34
2020-09-23 00:00:00+00:00, BLK, BUY, 4, 538.54
2020-10-07 00:00:00+00:00, BLK, SELL, 4, 592.05
2020-02-27 00:00:00+00:00, BMY, BUY, 36, 59.58
2020-04-08 00:00:00+00:00, BMY, SELL, 36, 58.25
2020-06-02 00:00:00+00:00, BMY, BUY, 35, 60.65
2020-07-06 00:00:00+00:00, BMY, SELL, 35, 60.19
2020-09-01 00:00:00+00:00, BMY, BUY, 34, 60.97
2020-11-17 00:00:00+00:00, BMY, SELL, 34, 64.32
2020-12-07 00:00:00+00:00, BMY, BUY, 36, 61.20
2020-01-31 00:00:00+00:00, BR, BUY, 18, 119.15
2020-04-17 00:00:00+00:00, BR, SELL, 18, 109.94
2020-08-31 00:00:00+00:00, BR, BUY, 14, 137.40
2020-10-09 00:00:00+00:00, BR, SELL, 14, 140.84
2020-02-25 00:00:00+00:00, BSX, BUY, 54, 39.91
2020-04-09 00:00:00+00:00, BSX, SELL, 54, 36.83
2020-06-25 00:00:00+00:00, BSX, BUY, 59, 33.89
2020-07-15 00:00:00+00:00, BSX, SELL, 59, 36.70
2020-09-23 00:00:00+00:00, BSX, BUY, 57, 37.72
2020-10-09 00:00:00+00:00, BSX, SELL, 57, 41.14
2020-10-27 00:00:00+00:00, BSX, BUY, 65, 36.05
2020-12-18 00:00:00+00:00, BSX, SELL, 65, 35.45
2020-01-22 00:00:00+00:00, BWA, BUY, 61, 35.47
2020-04-24 00:00:00+00:00, BWA, SELL, 61, 23.84
2020-09-23 00:00:00+00:00, BWA, BUY, 44, 32.92
2020-02-26 00:00:00+00:00, BXP, BUY, 16, 135.41
2020-04-09 00:00:00+00:00, BXP, SELL, 16, 106.00
2020-05-15 00:00:00+00:00, BXP, BUY, 22, 74.95
2020-06-03 00:00:00+00:00, BXP, SELL, 22, 95.54
2020-06-26 00:00:00+00:00, BXP, BUY, 24, 87.24
2020-11-10 00:00:00+00:00, BXP, SELL, 24, 92.53
2020-12-23 00:00:00+00:00, BXP, BUY, 24, 92.60
2020-02-03 00:00:00+00:00, C, BUY, 29, 75.13
2020-06-03 00:00:00+00:00, C, SELL, 29, 53.34
2020-09-15 00:00:00+00:00, C, BUY, 34, 44.81
2020-11-16 00:00:00+00:00, C, SELL, 34, 50.40
2020-02-18 00:00:00+00:00, CAG, BUY, 71, 30.68
2020-04-08 00:00:00+00:00, CAG, SELL, 71, 31.31
2020-09-08 00:00:00+00:00, CAG, BUY, 63, 35.15
2020-10-02 00:00:00+00:00, CAG, SELL, 63, 36.88
2020-10-30 00:00:00+00:00, CAG, BUY, 66, 35.09
2020-12-23 00:00:00+00:00, CAG, SELL, 66, 36.41
2020-02-27 00:00:00+00:00, CAH, BUY, 41, 52.25
2020-06-03 00:00:00+00:00, CAH, SELL, 41, 56.62
2020-06-26 00:00:00+00:00, CAH, BUY, 46, 50.55
2020-07-22 00:00:00+00:00, CAH, SELL, 46, 56.16
2020-08-21 00:00:00+00:00, CAH, BUY, 52, 49.85
2020-11-09 00:00:00+00:00, CAH, SELL, 52, 55.41
2020-06-26 00:00:00+00:00, CARR, BUY, 104, 20.97
2020-07-08 00:00:00+00:00, CARR, SELL, 104, 23.99
2020-12-07 00:00:00+00:00, CARR, BUY, 67, 36.84
2020-01-22 00:00:00+00:00, CAT, BUY, 15, 142.63
2020-04-09 00:00:00+00:00, CAT, SELL, 15, 125.03
2020-02-26 00:00:00+00:00, CB, BUY, 13, 158.03
2020-04-13 00:00:00+00:00, CB, SELL, 13, 119.61
2020-05-04 00:00:00+00:00, CB, BUY, 16, 99.34
2020-05-22 00:00:00+00:00, CB, SELL, 16, 117.00
2020-08-04 00:00:00+00:00, CB, BUY, 15, 124.76
2020-11-03 00:00:00+00:00, CB, SELL, 15, 135.28
2020-03-11 00:00:00+00:00, CBOE, BUY, 20, 106.35
2020-04-13 00:00:00+00:00, CBOE, SELL, 20, 93.31
2020-06-26 00:00:00+00:00, CBOE, BUY, 21, 91.51
2020-11-25 00:00:00+00:00, CBOE, SELL, 21, 91.81
2020-02-25 00:00:00+00:00, CBRE, BUY, 37, 57.96
2020-04-13 00:00:00+00:00, CBRE, SELL, 37, 43.46
2020-06-25 00:00:00+00:00, CBRE, BUY, 37, 43.52
2020-08-24 00:00:00+00:00, CBRE, SELL, 37, 47.01
2020-10-27 00:00:00+00:00, CBRE, BUY, 39, 44.86
2020-11-09 00:00:00+00:00, CBRE, SELL, 39, 58.15
2020-12-28 00:00:00+00:00, CBRE, BUY, 36, 62.97
2020-10-22 00:00:00+00:00, CCI, BUY, 13, 156.25
2020-11-18 00:00:00+00:00, CCI, SELL, 13, 170.65
2020-12-09 00:00:00+00:00, CCI, BUY, 14, 158.39
2020-02-03 00:00:00+00:00, CCL, BUY, 51, 42.75
2020-04-23 00:00:00+00:00, CCL, SELL, 51, 12.17
