Date, Stock, Action, Quantity, Price
2023-07-26 00:00:00+00:00, A, BUY, 169, 128.47
2023-09-06 00:00:00+00:00, A, SELL, 169, 117.94
2023-11-24 00:00:00+00:00, A, BUY, 158, 126.62
2023-05-22 00:00:00+00:00, AAL, BUY, 1518, 14.38
2023-08-11 00:00:00+00:00, AAL, SELL, 1518, 15.65
2023-11-30 00:00:00+00:00, AAL, BUY, 1911, 12.43
2023-05-08 00:00:00+00:00, AAP, BUY, 173, 125.75
2023-05-26 00:00:00+00:00, AAP, SELL, 173, 112.15
2023-08-08 00:00:00+00:00, AAP, BUY, 276, 70.56
2023-08-28 00:00:00+00:00, AAP, SELL, 276, 65.63
2023-11-22 00:00:00+00:00, AAP, BUY, 344, 52.59
2023-03-15 00:00:00+00:00, AAPL, BUY, 142, 152.99
2023-08-16 00:00:00+00:00, AAPL, SELL, 142, 176.57
2023-11-14 00:00:00+00:00, AAPL, BUY, 134, 187.44
2023-03-15 00:00:00+00:00, ABBV, BUY, 141, 154.06
2023-05-10 00:00:00+00:00, ABBV, SELL, 141, 146.42
2023-07-28 00:00:00+00:00, ABBV, BUY, 137, 150.85
2023-10-19 00:00:00+00:00, ABBV, SELL, 137, 145.52
2023-12-15 00:00:00+00:00, ABBV, BUY, 130, 154.04
2023-04-20 00:00:00+00:00, ABT, BUY, 197, 110.35
2023-06-07 00:00:00+00:00, ABT, SELL, 197, 101.66
2023-07-12 00:00:00+00:00, ABT, BUY, 188, 106.85
2023-08-22 00:00:00+00:00, ABT, SELL, 188, 105.15
2023-11-22 00:00:00+00:00, ABT, BUY, 192, 102.70
2023-04-13 00:00:00+00:00, ACN, BUY, 76, 285.27
2023-08-24 00:00:00+00:00, ACN, SELL, 76, 314.14
2023-08-25 00:00:00+00:00, ACN, BUY, 75, 318.76
2023-10-04 00:00:00+00:00, ACN, SELL, 75, 309.39
2023-11-20 00:00:00+00:00, ACN, BUY, 70, 330.90
2023-04-04 00:00:00+00:00, ADBE, BUY, 56, 385.15
2023-05-12 00:00:00+00:00, ADBE, SELL, 56, 335.45
2023-06-05 00:00:00+00:00, ADBE, BUY, 43, 434.18
