Date, Stock, Action, Quantity, Price
2014-05-27 00:00:00+00:00, A, BUY, 5, 40.26
2014-07-22 00:00:00+00:00, A, SELL, 5, 41.29
2014-09-04 00:00:00+00:00, A, BUY, 5, 41.27
2014-10-10 00:00:00+00:00, A, SELL, 5, 38.37
2014-11-18 00:00:00+00:00, A, BUY, 5, 40.80
2014-03-14 00:00:00+00:00, AAL, BUY, 6, 36.34
2014-04-15 00:00:00+00:00, AAL, SELL, 6, 33.72
2014-05-14 00:00:00+00:00, AAL, BUY, 5, 38.84
2014-07-31 00:00:00+00:00, AAL, SELL, 5, 38.85
2014-11-05 00:00:00+00:00, AAL, BUY, 4, 42.25
2014-03-14 00:00:00+00:00, AAP, BUY, 1, 124.60
2014-04-11 00:00:00+00:00, AAP, SELL, 1, 116.25
2014-05-28 00:00:00+00:00, AAP, BUY, 1, 121.11
2014-08-04 00:00:00+00:00, AAP, SELL, 1, 124.02
2014-08-29 00:00:00+00:00, AAP, BUY, 1, 136.42
2014-10-13 00:00:00+00:00, AAP, SELL, 1, 130.88
2014-10-24 00:00:00+00:00, AAP, BUY, 1, 142.04
2014-03-26 00:00:00+00:00, AAPL, BUY, 11, 19.28
2014-04-22 00:00:00+00:00, AAPL, SELL, 11, 18.99
2014-04-25 00:00:00+00:00, AAPL, BUY, 10, 20.43
2014-10-17 00:00:00+00:00, AAPL, SELL, 10, 24.42
2014-10-28 00:00:00+00:00, AAPL, BUY, 9, 26.68
2014-03-14 00:00:00+00:00, ABBV, BUY, 4, 51.21
2014-04-16 00:00:00+00:00, ABBV, SELL, 4, 48.12
2014-05-15 00:00:00+00:00, ABBV, BUY, 4, 52.69
2014-07-31 00:00:00+00:00, ABBV, SELL, 4, 52.34
2014-09-05 00:00:00+00:00, ABBV, BUY, 3, 55.94
2014-10-22 00:00:00+00:00, ABBV, SELL, 3, 56.90
2014-10-31 00:00:00+00:00, ABBV, BUY, 3, 63.46
2014-03-14 00:00:00+00:00, ABT, BUY, 5, 38.97
2014-04-10 00:00:00+00:00, ABT, SELL, 5, 37.26
2014-05-14 00:00:00+00:00, ABT, BUY, 5, 39.93
2014-10-10 00:00:00+00:00, ABT, SELL, 5, 41.54
2014-11-10 00:00:00+00:00, ABT, BUY, 5, 44.09
2014-03-14 00:00:00+00:00, ACN, BUY, 2, 81.38
2014-04-04 00:00:00+00:00, ACN, SELL, 2, 78.14
2014-06-03 00:00:00+00:00, ACN, BUY, 2, 81.87
2014-07-18 00:00:00+00:00, ACN, SELL, 2, 79.74
2014-09-05 00:00:00+00:00, ACN, BUY, 2, 81.83
2014-10-08 00:00:00+00:00, ACN, SELL, 2, 79.84
2014-11-12 00:00:00+00:00, ACN, BUY, 2, 84.12
2014-03-14 00:00:00+00:00, ADBE, BUY, 3, 67.19
